agg	ferie	secu_ceinture	secu_casque	secu_dispenfant	secu_gilet	secu_airbag23RM	secu_gants	age_enfant	age_jeune	age_adulte	age_3age	hr_matin	hr_midi	hr_am	hr_soir	hr_nuit	sexe_m	sexe_f	nbv_1	nbv_2	nbv_3	nbv_4	nbv_plus	surf_norm	surf_mouil	surf_gliss	surf_autre	vma_30m	vma_40	vma_50	vma_60	vma_70	vma_80	vma_90	vma_110	vma_130	actp_1	actp_2	actp_3	actp_4	actp_5	actp_6	actp_7	actp_8	actp_9	actp_A	actp_B	atm_1	atm_2	atm_3	atm_4	atm_5	atm_6	atm_7	atm_8	catr_1	catr_2	catr_3	catr_4	catr_5	catr_6	catr_7	catu_1	catu_2	catu_3	catv_7	catv_17	catv_33	catv_42	catv_30	catv_37	catv_32	catv_50	catv_38	catv_10	catv_1	catv_40	catv_15	catv_14	catv_99	catv_2	catv_80	catv_34	catv_60	catv_31	catv_21	catv_3	catv_13	catv_20	catv_43	catv_36	catv_39	catv_16	catv_35	catv_41	choc_5	choc_3	choc_1	choc_4	choc_2	choc_8	choc_6	choc_7	choc_9	circ_3	circ_1	circ_2	circ_4	col_2	col_6	col_4	col_3	col_5	col_7	col_1	etatp_1	etatp_2	etatp_3	infra_2	infra_9	infra_1	infra_5	infra_4	infra_6	infra_3	infra_8	infra_7	int_1	int_3	int_9	int_4	int_2	int_6	int_5	int_7	int_8	jsem_6	jsem_4	jsem_5	jsem_3	jsem_1	jsem_2	jsem_7	locp_2	locp_3	locp_1	locp_5	locp_4	locp_8	locp_9	locp_6	locp_7	lum_4	lum_3	lum_1	lum_5	lum_2	manv_23	manv_11	manv_2	manv_21	manv_1	manv_9	manv_26	manv_15	manv_17	manv_4	manv_12	manv_16	manv_19	manv_13	manv_14	manv_3	manv_10	manv_5	manv_24	manv_18	manv_20	manv_7	manv_22	manv_25	manv_6	manv_8	mois_11	mois_9	mois_7	mois_2	mois_1	mois_5	mois_4	mois_8	mois_6	mois_10	mois_3	mois_12	motor_1	motor_6	motor_3	motor_5	motor_2	motor_4	obs_1	obs_4	obs_14	obs_9	obs_6	obs_15	obs_13	obs_8	obs_2	obs_16	obs_12	obs_3	obs_7	obs_17	obs_11	obs_5	obs_10	obsm_2	obsm_1	obsm_9	obsm_6	obsm_4	obsm_5	place_2	place_1	place_10	place_3	place_4	place_7	place_9	place_6	place_8	place_5	plan_2	plan_3	plan_1	plan_4	prof_1	prof_4	prof_2	prof_3	senc_2	senc_1	senc_3	senc_0	situ_1	situ_2	situ_4	situ_6	situ_8	situ_3	situ_5	trajet_0	trajet_5	trajet_9	trajet_1	trajet_4	trajet_2	trajet_3	vosp_0	vosp_1	vosp_3	vosp_2	grav_grave
2	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False	False
